id,ano,barrio,titulo,descripcion,direccion,longlat,presupuesto,tema,temaResumen,temaScrolli,subtema,beneficiarios,obrasOCampana,votos,estado
197,2016,FLORIDA ESTE,Escuela Primaria Nº 3 ,Reparaciones varias en su interior,Av Gral José de San Martín 2301,"-34.5296328,-58.4983468",   648372   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,332,FINALIZADO
198,2016,FLORIDA ESTE,"Paseo Cultural ""García Lorca""",Colocar señalética del Paseo Cultural García Lorca e instalar punto verde para reciclado,Aristóbulo del Valle 1685,"-34.5373588,-58.4792873",   7000   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,RECICLADO,POBLACIÓN EN GENERAL,1,43,FINALIZADO
199,2016,FLORIDA ESTE,Vallas de contención ,Vallas de contención para dirigir la circulación hacia la senda peatonal,San Martín y R de E de San Martín ,"-34.5288018,-58.4942367",   115200   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,96,FINALIZADO
200,2016,FLORIDA ESTE,ZOONOSIS,Adquisición de un concentrador de oxígeno,Bermúdez 3484,"-34.5113269,-58.5148345",   27900   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,ANIMALES DE COMPAÑÍA,1,91,FINALIZADO
201,2016,FLORIDA OESTE,Barrio Las Flores,Ampliación de red cloacal (Etapa 2),Melo y Berutti,"-34.5493077,-58.5241723",   2089999   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN VULNERABLE,1,931,FINALIZADO
202,2016,FLORIDA OESTE,Jardín Maternal Municipal Nº 5,Construcción de sala en PB e instalación de piso antigolpes en sector de juegos,Tuyutí 1119,"-34.5460399,-58.5209262",   998000   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,POBLACIÓN VULNERABLE,1,1006,FINALIZADO
203,2016,FLORIDA OESTE,Jardín Maternal Municipal Nº 8 ,"Mejorar juegos, colocar pisos antigolpes y construir superficie semicubierta",Santa Rosa 4148,"-34.54284977,-58.51320582",   612674   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,1120,FINALIZADO
204,2016,FLORIDA OESTE,Semáforo peatonal ,Semáforo peatonal ,Alvear y Roca,"-34.54222686,-58.51443909",   23690   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,57,FINALIZADO
205,2016,LA LUCILA,"Escuela Primaria Nº 16 ""Marcelino Ugarte""",Cambio del piso de todas las aulas de planta baja,Dr Tomás Anchorena 901,"-34.49955308,-58.49057007",   849371   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,197,FINALIZADO
206,2016,LA LUCILA,Mejoramiento de iluminación ,Mejoramiento de iluminación ,Corredor de las vias FFCC de la Costa entre Roma 500 hasta San lorenzo al 500 y Alte Brown 3500-3800,"-34.4965376,-58.4829404",   149872   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,408,FINALIZADO
207,2016,LA LUCILA,Parque Paseo Enamour ,Iluminación de caminos internos,Roma y el Rio,"-34.4996238,-58.4806164",   860274   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,PLAZAS Y PASEOS,POBLACIÓN EN GENERAL,1,325,FINALIZADO
208,2016,LA LUCILA,Reducidores de velocidad,Reducidores de velocidad,Elflein y Debenedetti,"-34.4975494,-58.488004",   10991   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,26,FINALIZADO
209,2016,LA LUCILA,Semáforos para peatones ,Semáforos para peatones ,Rawson y Debenedetti - Libertador y Paraná - Maipú y Paraná,"-34.497968, -58.489121",   263233   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,81,FINALIZADO
210,2016,MUNRO,Capacitación en reciclaje,Talleres en clubes y sociedades de fomento del barrio,Ubicación random dentro del barrio,"-34.534636, -58.531218",   64450   ,AMBIENTE,AMBIENTE,AMBIENTE,RECICLADO,POBLACIÓN EN GENERAL,2,84,FINALIZADO
211,2016,MUNRO,Cestos Papeleros ,Colocar 200 cestos de residuos en el barrio,Ubicación random dentro del barrio,"-34.534565, -58.534223",   292000   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,HIGIENE URBANA,POBLACIÓN EN GENERAL,1,102,FINALIZADO
212,2016,MUNRO,Escuela Primaria Nº 19 ,Reparación de filtraciones en parte de la cubierta,ARMENIA 2449,"-34.5300931,-58.5217481",   834698   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,576,FINALIZADO
213,2016,MUNRO,Jardín de Infantes Municipal Nº 3 ,"Remover desnivel en patio, hacer solado y colocar pisos antigolpes",José Hernández 4527,"-34.52884952,-58.52314699",   325000   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,449,FINALIZADO
214,2016,MUNRO,Jardín Maternal Municipal Nº 14 ,Construir dos superficies semicubiertas,Israel 2361,"-34.54183794,-58.53848757",   423627   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,811,FINALIZADO
215,2016,MUNRO,"Jardín Maternal Municipal Nº 15 ""San Juan Macías""",Remodelación de baños,Panamá 3948,"-34.51409125,-58.52617431",   548596   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,624,FINALIZADO
216,2016,MUNRO,Mejoramiento de iluminación ,Mejoraramiento de  iluminación ,Sgto Cabral entre Belzu y F Amador - Plaza Güemes - Belzú e/ Avalos y Agüero - Colegio Sta Rosa de Lima y Baigorria desde V Sarsfield hasta Malaver,"-34.5264642,-58.5118508",   621876   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,208,FINALIZADO
217,2016,MUNRO,Mejoramiento de iluminación ,Mejoramiento de iluminación,Echeverría y Villate/ B de Irigoyen y Malaver/ Marconi y G Mendez,"-34.530674,-58.5228675",   192422   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,81,FINALIZADO
218,2016,MUNRO,Reducidores de velocidad ,Reducidores de velocidad,Ávalos y Belzú y en Marconi y Belgrano,"-34.5277483,-58.5160221",   10991   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,58,FINALIZADO
219,2016,MUNRO,UAP Negrete,Mejorar iluminación exterior y modificar instalación eléctrica,Rivera 6001,"-34.5406751,-58.5366776",   29917   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,115,FINALIZADO
220,2016,OLIVOS,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,Compra e instalación de 9 cámaras fijas y domo,Ubicación random dentro del barrio,"-34.511697, -58.515071",   884561   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,226,FINALIZADO
221,2016,OLIVOS,Campaña de información sobre el sistema de salud municipal,Folletería para varias  campañas ,Ubicación random dentro del barrio,"-34.512404, -58.508977",   81636   ,SALUD,OTROS,OTROS,SALUD,POBLACIÓN EN GENERAL,2,167,FINALIZADO
222,2016,OLIVOS,Demarcación horizontal y vertical ,Demarcación horizontal y vertical ,Tucumán y Corrientes /Córdoba y Corrientes,"-34.512108,-58.4894627",   63600   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,23,FINALIZADO
223,2016,OLIVOS,Escuela de Educación Especial Nº 502,Cambiar tableros de maniobra de los dos ascensores,P Goyena 3264,"-34.5132885,-58.5073461",   174580   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS Y JÓVENES CON DISCAPACIDAD,1,538,FINALIZADO
224,2016,OLIVOS,Jardín de Infantes Nº 912,"Reparar solado del patio, piso antigolpes, provisión de PC Y construcción de cocina",Warnes 2340,"-34.5228611,-58.5049756",   947135   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,801,FINALIZADO
225,2016,OLIVOS,Jardín Maternal Municipal Nº 16,"Construir superficie semicubierta,depósito y Colocar solado con piso antigolpes",R Fournier 3370,"-34.5078112,-58.4971885",   375000   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,1330,FINALIZADO
226,2016,OLIVOS,Jardín Maternal Municipal Nº 2,"Reparar piso del patio, agregar juegos y piso antigolpes y construir una superficie semicubierta",José Ingenieros 3425,"-34.5123557,-58.51402297",   232000   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,908,FINALIZADO
227,2016,VICENTE LÓPEZ,Bomberos Voluntarios de Vicente López,Adquisición de 2 desfibriladores automáticos externo,Av Maipú 1669,"-34.522278, -58.484327",   139935   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,570,FINALIZADO
228,2016,VICENTE LÓPEZ,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,Compra e instalación de 6 cámaras fijas y domo,Ubicación random dentro del barrio,"-34.526802, -58.480225",   605000   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,328,FINALIZADO
229,2016,VICENTE LÓPEZ,Campañas de concientización sobre reciclado y compostaje,Campañas de concientización sobre reciclado y compostaje,Ubicación random dentro del barrio,"-34.532953, -58.470781",   88800   ,AMBIENTE,AMBIENTE,AMBIENTE,RECICLADO,POBLACIÓN EN GENERAL,2,85,FINALIZADO
230,2016,VICENTE LÓPEZ,Centro de Adultos Mayores Activos,Obras para aliviar el anegamiento de la cancha de tejo y del estacionamiento,Laprida 250,"-34.5300742,-58.4675063",   549832   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,ADULTOS MAYORES,1,256,FINALIZADO
231,2016,VICENTE LÓPEZ,Instituto Superior de Formación Docente Nº 39,Creación de un Centro Cultural abierto a la comunidad (realización de la obra civil en el patio lateral derecho del Instituto),AGUSTIN ALVAREZ 1459,"-34.5330424,-58.4775113",   1493023   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,POBLACIÓN EN GENERAL,1,841,FINALIZADO
232,2016,VICENTE LÓPEZ,Mejoramiento de iluminación ,Mejoramiento de iluminación ,Azcuénaga y Roca hasta Malaver y Azcuénaga,"-34.5142571,-58.4801577",   316750   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,66,FINALIZADO
233,2016,VILLA ADELINA,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,Compra e instalación de 4 cámaras fijas y domo,Ubicación random dentro del barrio,"-34.505136, -58.543444",   393140   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,166,FINALIZADO
234,2016,VILLA ADELINA,Cestos Papeleros ,Colocar 20 cestos de residuos ,Santa Fe y Av Ader hasta Montes de Oca,"-34.528261, -58.549608",   21200   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,HIGIENE URBANA,POBLACIÓN EN GENERAL,1,15,FINALIZADO
235,2016,VILLA ADELINA,Escuela de Educación Técnica Nº 1 ,Materiales para electricidad y equipamiento para aula multimedia,Cerrito 3966,"-34.529122, -58.550004",   385994   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES,1,260,FINALIZADO
236,2016,VILLA ADELINA,Escuela Primaria Nº 28,Compra e instalación de 8 equipos de aire acondicionado y reparación de filtraciones en el techo del SUM,Gdor Castro 3720,"-34.5330379,-58.5494822",   780700   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,346,FINALIZADO
237,2016,VILLA ADELINA,Jardín de Infantes Municipal Nº 7 ,Compra e instalación de 6 equipos de aire acondicionado y de juegos infantiles,Cajaraville 4038,"-34.5259399,-58.5476816",   145704   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,262,FINALIZADO
238,2016,VILLA ADELINA,Polideportivo Municipal,Cubierta y climatización del natatorio para niños del Polideportivo Municipal. Remodelación de los vestuarios,Ader 4057,"-34.527791, -58.549948",   1699628   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,NIÑOS,1,231,FINALIZADO
239,2016,VILLA ADELINA,Reducidores de velocidad ,Reducidores de velocidad ,M Sastre y Acassuso/Argerich y J Ingenieros/ J Ingenieros y M Sastre /J Ingenieros y Cajaraville,"-34.5304708,-58.5460076",   43961   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,34,FINALIZADO
240,2016,VILLA MARTELLI,Barrio Habana ,Ampliación de red Cloacal (Etapa 2),Habana y Venezuela ,"-34.5561125,-58.5191571",   1177204   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN VULNERABLE,1,251,FINALIZADO
241,2016,VILLA MARTELLI,Centro de Formación Laboral de Villa Martelli,Equipamiento e insumos para los cursos,Chile 219,"-34.548203, -58.502889",   165461   ,SOCIOPRODUCTIVO,OTROS,OTROS,EDUCACIÓN,POBLACIÓN EN GENERAL,1,371,FINALIZADO
242,2016,VILLA MARTELLI,Fundación Camino ,"Reparaciones en techos, zinguerías y desagües pluviales",Laprida 4914,"-34.5543424,-58.5176315",   333952   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,POBLACIÓN VULNERABLE,1,707,FINALIZADO
243,2016,VILLA MARTELLI,Rampas en Esquinas ,Rampas en Esquinas ,EEUU y Venezuela,"-34.5479673,-58.50193071",   119790   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,RAMPAS,POBLACIÓN EN GENERAL,1,27,FINALIZADO
244,2016,VILLA MARTELLI,Reducidores de velocidad,Reducidores de velocidad ,Méjico y Venezuela desde Constituyentes hasta Mitre /EEUU y Cetrángolo,"-34.5434558,-58.5081561",   131881   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,61,FINALIZADO
245,2016,VILLA MARTELLI,ZOONOSIS,Adquisición de un móvil equipado para castraciones y atención de animales de compañía en general,Bermúdez 3484,"-34.5113269,-58.5148345",   1591192   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,ANIMALES DE COMPAÑÍA,1,310,FINALIZADO
246,2017,CARAPACHAY,Bomberos Voluntarios de Vicente López,Compra de dos equipos de respiración autónoma y un desfibrilador automático para el Destacamento,Antártida Argentina y José Ingenieros ,"-34.5229229,-58.5342684",   162330   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,540,FINALIZADO
247,2017,CARAPACHAY,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,Compra e instalación de cámaras ,Ubicación random dentro del barrio,"-34.518341, -58.538665",   399335   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,447,FINALIZADO
248,2017,CARAPACHAY,Campaña de concientización sobre convivencia responsable con animales de compañía,Talleres en escuelas del barrio,Ubicación random dentro del barrio,"-34.528951, -58.533380",   126500   ,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,NIÑOS,2,96,FINALIZADO
249,2017,CARAPACHAY,Campaña educativa en higiene urbana y reciclado,Campaña educativa en higiene urbana y reciclado,Ubicación random dentro del barrio,"-34.528067, -58.535998",   100979   ,AMBIENTE,AMBIENTE,AMBIENTE,HIGIENE URBANA,POBLACIÓN EN GENERAL,2,80,FINALIZADO
250,2017,CARAPACHAY,Campañas de prevención sobre adicciones y enfermedades de transmisión sexual.,Folletería para varias  campañas ,Ubicación random dentro del barrio,"-34.527059, -58.534765",   67750   ,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,SALUD,POBLACIÓN EN GENERAL,2,54,FINALIZADO
251,2017,CARAPACHAY,Escuela Primaria Nº 18,Ampliación de la biblioteca,Drysdale 5615,"-34.527256, -58.534952",   850917   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,193,FINALIZADO
252,2017,CARAPACHAY,Escuela Secundaria Nº 3,Renovación de los pisos del SUM,Drysdale 5635,"-34.5271689,-58.5359963",   655198   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES,1,437,FINALIZADO
253,2017,CARAPACHAY,Hospital Municipal Bernardo Houssay,2 sillas de ruedas para la guardia,Pres. Hipólito Yrigoyen 1757,"-34.5238104,-58.4902366",   10376   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,204,FINALIZADO
254,2017,CARAPACHAY,Mejoramiento de iluminación,Mejoramiento de iluminación,C Tejedor entre Castelli y Albarellos y en Acasusso 6200/6300,"-34.5285322,-58.5421131",   100   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,ILUMINACIÓN,POBLACIÓN EN GENERAL,1,97,FINALIZADO
255,2017,CARAPACHAY,Rediseño de la Plazoleta de la Madre,Rediseño Plazoleta de la Madre,Juan Jose Castelli y Martin Rodriguez,"-34.5267627,-58.5380487",   1175211   ,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,INFRAESTRUCTURA URBANA,PLAZAS Y PASEOS,POBLACIÓN EN GENERAL,1,38,FINALIZADO
256,2017,CARAPACHAY,Reposición de árboles en el barrio,Reposición de árboles en el barrio,Ubicación random dentro del barrio,"-34.531608, -58.534577",   120413   ,AMBIENTE,AMBIENTE,AMBIENTE,ARBOLADO,POBLACIÓN EN GENERAL,1,101,FINALIZADO
257,2017,CARAPACHAY,Semáforos peatonales ,Semáforos peatonales ,Av Independencia e Ituzaingó y en H Quiroga y J J Castelli,"-34.52784915,-58.53729097",   221920   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,TRÁNSITO,POBLACIÓN EN GENERAL,1,74,FINALIZADO
258,2017,FLORIDA ESTE,Cámaras de vigilancia urbana conectadas al Centro de Monitoreo Municipal,Compra e instalación de cámaras ,Ubicación random dentro del barrio,"-34.526737, -58.487000",   1529709   ,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,SEGURIDAD Y TRÁNSITO,CÁMARAS,POBLACIÓN EN GENERAL,1,335,FINALIZADO
259,2017,FLORIDA ESTE,Campaña sobre el uso responsable del agua en escuelas públicas del barrio.,Realización de talleres teatrales,Escuelas Primarias y Jardines de Infantes del Barrio,"-34.5235447,-58.4836736",   195000   ,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,EDUCACIÓN,NIÑOS,2,110,FINALIZADO
260,2017,FLORIDA ESTE,Centro de Jubilados Amigos de la Estación Florida,Embaldosar el patio,Av Gral José de San Martín 2442,"-34.5295099,-58.4970729",   325127   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,ADULTOS MAYORES,1,306,FINALIZADO
261,2017,FLORIDA ESTE,Escuela Secundaria Nº 7,"Reparación de filtraciones, compra de ventiladores para las aulas, pupitres,sillas y provisión de pizarras ",Arenales 1945,"-34.5257182,-58.4900113",   1726423   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES,1,526,FINALIZADO
262,2017,FLORIDA ESTE,Hospital Municipal Bernardo Houssay,Adquisición de equipo de respiración asistida para la terapia intensiva,Pres. Hipólito Yrigoyen 1757,"-34.5238104,-58.4902366",   207490   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,1052,FINALIZADO
263,2017,FLORIDA ESTE,Hospital Municipal Bernardo Houssay,Adquisicion de 2 electrocardiógrafos  y 2 equipos de monitoreo de presión ambulatorios,Pres. Hipólito Yrigoyen 1757,"-34.5238104,-58.4902366",   92112   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,POBLACIÓN EN GENERAL,1,673,FINALIZADO
264,2017,FLORIDA ESTE,Jardín Maternal Municipal Nº 13,"Techo translúcido y cerramientos laterales en un sector del patio, bajar pared y colocar cerca con una puerta para separar huerta de la Secretaría de Educación",Carlos Francisco Melo 1861,"-34.5315318,-58.4847113",   616174   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,209,FINALIZADO
265,2017,FLORIDA ESTE,Soc. de Fomento Aristóbulo del Valle,Construir baño adaptado a personas con discapacidad,Agustin Alvarez 1538,"-34.53386507,-58.4790986",   339889   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EN DEPORTES Y RECREACIÓN,DEPORTES Y RECREACIÓN,PERSONAS CON DISCAPACIDAD,1,1044,FINALIZADO
266,2017,FLORIDA ESTE,ZOONOSIS,Monitor multiparamétrico de signos vitales,Bermúdez 3484,"-34.5113269,-58.5148345",   60400   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA SANITARIA,SANITARIA,ANIMALES DE COMPAÑÍA,1,192,FINALIZADO
267,2017,FLORIDA OESTE, Jardín Maternal Municipal Nº 8,"Construcción de un alero en la entrada, pintura del frente y equipo de aire acondicionado para el SUM",Santa Rosa 4148,"-34.54284977,-58.51320582",   525620   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,429,FINALIZADO
268,2017,FLORIDA OESTE,Centro Barrial Infantil Las Flores,"Juegos de plaza blanda, mesa de tejo, materiales para iniciación deportiva y computadoras",Berutti 822,"-34.5498062,-58.52172696",   292680   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS DE POBLACIÓN VULNERABLE,1,377,FINALIZADO
269,2017,FLORIDA OESTE,"Escuela Primaria Municipal ""Manuel Dorrego""",Compra e instalación de un ascensor,Posadas 1115,"-34.5454007,-58.5194182",   2526351   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,941,FINALIZADO
270,2017,FLORIDA OESTE,Escuela Secundaria Básica Nº 8,Equipamiento para laboratorio y equipamiento informático,Francia 3536,"-34.5328568,-58.5136471",   298425   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,325,FINALIZADO
271,2017,FLORIDA OESTE,Instituto de Formación Docente y Técnica Nº 77,Equipamiento para un set de televisión,Francia 3536,"-34.5328568,-58.5136471",   480536   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,JÓVENES Y ADULTOS,1,617,FINALIZADO
272,2017,FLORIDA OESTE,Jardín de Infantes Nº 912,"11 ventiladores de pared, piso antigolpes y un juego infantil",Roca 3962,"-34.54087854,-58.51162379",   418210   ,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA COMUNITARIA,INFRAESTRUCTURA EDUCATIVA,EDUCACIÓN,NIÑOS,1,646,FINALIZADO
